FMID,MarketName,MarketNameAndState,Website,Facebook,FacebookClustered,FacebookUnclear,FacebookUsernameNoAt,FacebookUsernamesWithAt,FacebookUsernamesToURL,FacebookValidURLS,Twitter,TwitterClustered,TwitterUsernamesNoAt,TwitterUsernameWithAt,TwitterUsernameToUrls,TwitterValidUrls,Youtube,YoutubeAccountNames,YoutubeUsernames,YoutubeURLs,OtherMedia,OtherMediaCopy,Instagram,InstagramExtractUsername,InstagramAmbiguous,InstagramToManuallyClean,InstagramUsername,InstagramURLS,street,city,County,State,zip,Season1Date,Season1DateToConvert,Season1DateInvalid,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateYear
1003897,Orange Cove Farmers Market,Orange Cove Farmers Market | California,,,,,,,,,,,,,,,,,,,,,,,,,,,J.O. Eaton Park,Orange Cove,Fresno,California,93646,,,,,,,,,,,-119.314,36.624401,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1018920,Orange Park Farmer's & Arts Market,Orange Park Farmer's & Arts Market | Florida,http://www.OrangeParkMarket.com,@OrangeParkMarket,@OrangeParkMarket,,,@OrangeParkMarket,https://www.facebook.com/OrangeParkMarket,https://www.facebook.com/OrangeParkMarket,,,,,,,,,,,,,,,,,,,2042 Park Ave,Orange Park,Clay,Florida,32073,09/03/2017 to 06/17/2018,,,Sun: 10:00 AM-3:00 PM;,,,,,,,-81.701988,30.165438,,Y,N,N,N,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,1/29/2018 9:22:19 AM,2018-01-01T01:00:00Z
1009158,Orangecrest Certified Farmers Market ,Orangecrest Certified Farmers Market  | California,http://www.orangecrestcfm.com/,,,,,,,,,,,,,,,,,,,,,,,,,,20010 Orange Terrace Parkway,Riverside,,California,92508,,,,,,,,,,,-117.313,33.895,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01T01:00:00Z
1004354,Orangevale Farmers Market,Orangevale Farmers Market | California,http://www.orangevalegrange.org/orangevale-farmers-market,https://www.facebook.com/OrangevaleFarmersMarket,https://www.facebook.com/OrangevaleFarmersMarket,,,,,https://www.facebook.com/OrangevaleFarmersMarket,,,,,,,,,,,,,,,,,,,9295 Greenback Lane,Orangevale,Sacramento,California,95662,05/15/2014 to 10/02/2014,,,Thu: 4:00 PM-8:00 PM;,,,,,,,-121.20766,38.678448,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/26/2014 4:30:44 PM,2014-01-01T01:00:00Z
1003522,Orangeville Farmers Market,Orangeville Farmers Market | Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,Richland /creek Trailhead W. High St,Orangville,Stephenson,Illinois,62450,,,,,,,,,,,-89.650497,42.469398,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1003310,Orcas Island Farmers Market,Orcas Island Farmers Market | Washington,http://www.orcasislandfarmersmarket.org,https://www.facebook.com/pages/Orcas-Island-Farmers-Market/150843558318330,https://www.facebook.com/pages/Orcas-Island-Farmers-Market/150843558318330,,,,,https://www.facebook.com/pages/Orcas-Island-Farmers-Market/150843558318330,,,,,,,,,,,,,,,,,,,Eastsound Village Green,Eastsound,San Juan,Washington,98245,05/04/2013 to 11/23/2013,,,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.9069,48.696236,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,3/20/2015 11:48:59 AM,2015-01-01T01:00:00Z
1018660,Orchard Community Learning Center~Mountain Park Health Center,Orchard Community Learning Center~Mountain Park Health Center | Arizona,http://orchardlearningcenter.org,Orchard Community Learning Center,Orchard Community Learning Center,Orchard Community Learning Center,,,,,,,,,,,,,,,https://www.instagram.com/explore/locations/242344302/the-orchard-community-learning-center/?hl=en,https://www.instagram.com/explore/locations/242344302/the-orchard-community-learning-center/?hl=en,https://www.instagram.com/explore/locations/242344302/the-orchard-community-learning-center/?hl=en,,,,,https://www.instagram.com/explore/locations/242344302/the-orchard-community-learning-center/?hl=en,635 E Baseline Rd,Phoenix ,Maricopa,Arizona,85042,01/01/2017 to 12/31/2017,,,Mon: 8:00 AM-1:00 PM;,,,,,,,-112.06792,33.376724,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,7/13/2017 2:12:08 PM,2017-01-01T01:00:00Z
1009304,Orchard Farmers Market,Orchard Farmers Market | New York,,https://www.facebook.com/pages/Orchard-Farmers-Market/134484303275228,https://www.facebook.com/pages/Orchard-Farmers-Market/134484303275228,,,,,https://www.facebook.com/pages/Orchard-Farmers-Market/134484303275228,,,,,,,,,,,,,,,,,,,42-24 Greenpoint Avenue,Long Island City,,New York,11104,,,,,,,,,,,-73.927299,40.738602,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01T01:00:00Z
1000326,Orchard Homes' Farmers' Market,Orchard Homes' Farmers' Market | Montana,,https://www.facebook.com/pages/Orchard-Homes-Farmers-Market/195921670446606,https://www.facebook.com/pages/Orchard-Homes-Farmers-Market/195921670446606,,,,,https://www.facebook.com/pages/Orchard-Homes-Farmers-Market/195921670446606,,,,,,,,,,,,,,,,,,,2537 S. 3rd Street West,Missoula,Missoula,Montana,59804,06/18/2015 to 10/08/2015,,,Thu: 4:30 PM-7:00 PM;,,,,,,,-114.04158,46.866714,,Y,Y,Y,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/21/2015 11:49:28 AM,2015-01-01T01:00:00Z
1005598,Orchard Park Farmer's Market at Fox Run,Orchard Park Farmer's Market at Fox Run | New York,http://www.foxrunorchardpark.com,https://www.facebook.com/pages/Orchard-Park-Farmers-Market-at-Fox-Run/199492926762050,https://www.facebook.com/pages/Orchard-Park-Farmers-Market-at-Fox-Run/199492926762050,,,,,https://www.facebook.com/pages/Orchard-Park-Farmers-Market-at-Fox-Run/199492926762050,,,,,,,,,,,,,,,,,,,One Fox Run Lane,Orchard Park,Erie,New York,14127,05/08/2014 to 10/30/2014,,,Thu: 9:00 AM-1:30 PM;,,,,,,,-78.772942,42.763023,Other,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,5/19/2014 11:03:18 AM,2014-01-01T01:00:00Z
1005826,Orcutt Farmers Market,Orcutt Farmers Market | California,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradley St. & Clark St.,Nipomo,San Luis Obispo,California,93444,,,,,,,,,,,-120.419,34.865002,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1001510,Oregan Farmers Market,Oregan Farmers Market | Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,304 S. 5th St.,Oregon,Ogle,Illinois,61061,,,,,,,,,,,-89.351303,42.003601,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1008468,Oregon City Year-Round Farmers Market,Oregon City Year-Round Farmers Market | Oregon,http://www.orcityfarmersmarket.com,https://www.facebook.com/ocfarmersmarket/,https://www.facebook.com/ocfarmersmarket/,,,,,https://www.facebook.com/ocfarmersmarket/,,,,,,,,,,,,,,,,,,,"2051, Kaen Rd, off Beavercreek Rd.",Oregon City,Clackamas,Oregon,97045,01/01/2019 to 12/31/2019,,,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.59782,45.33308,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,6/4/2019 11:20:50 AM,2019-01-01T01:00:00Z
1005444,OREGON FARMERS MARKET,OREGON FARMERS MARKET | Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,787 N Main St.,OREGON,Dane,Wisconsin,,,,,,,,,,,,-89.383598,42.9384,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1016866,Oregon Park District Farmers Market,Oregon Park District Farmers Market | Illinois,http://www.oregonpark.org,,,,,,,,,,,,,,,,,,,,,,,,,,route 64 and route 2 intersection ,Oregon,Ogle,Illinois,61061,06/09/2017 to 09/29/2017,,,Sat: 4:00 PM-7:00 PM;,,,,,,,-89.332687,42.014534,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,3/6/2017 12:41:13 PM,2017-01-01T01:00:00Z
1018201,Oregon Park District Farmers Market,Oregon Park District Farmers Market | Illinois,http://www.oregonpark.org,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,Ogle,Illinois,61061,06/09/2017 to 09/29/2017,,,Fri: 4:00 PM-7:00 PM;,,,,,,,-89.332329,42.014751,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,6/20/2017 3:23:01 PM,2017-01-01T01:00:00Z
1010548,Orfordville Farmers' Market,Orfordville Farmers' Market | Wisconsin,http://orfordvillefarmersmarket.com/,http://www.facebook.com/orfordvillefarmersmarket,http://www.facebook.com/orfordvillefarmersmarket,,,,,http://www.facebook.com/orfordvillefarmersmarket,,,,,,,,,,,,,,,,,,,303 E. Beloit Street,Orfordville,Rock,Wisconsin,53576,06/07/2014 to 10/25/2014,,,Sat: 8:00 AM-1:00 PM;,,,,,,,-89.253304,42.627022,,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/24/2014 10:23:26 PM,2014-01-01T01:00:00Z
1005780,Organic Farmers Market at Hoovers,Organic Farmers Market at Hoovers | Florida,http://www.Hoversmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,1035 Academy Drive,Altamonte Springs,Seminole,Florida,32714,,,,,,,,,,,-81.431099,28.6661,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1006647,Oriental Farmers' Market,Oriental Farmers' Market | North Carolina,http://www.orientalfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,300 Block of Hodges Street,Oriental,Pamlico,North Carolina,28571,01/01/2014 to 12/01/2014,,,Sat: 8:00 AM-11:00 PM;,,,,,,,-76.696159,35.025146,Private business parking lot,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/31/2014 4:05:06 PM,2014-01-01T01:00:00Z
1009837,Original Easton Farmers Market,Original Easton Farmers Market | Massachusetts,http://www.tinyurl.com/eastonfarmersmarket,https://www.facebook.com/EastonOriginalFarmersMarket,https://www.facebook.com/EastonOriginalFarmersMarket,,,,,https://www.facebook.com/EastonOriginalFarmersMarket,,,,,,,,,,,,,,,,,,,524 Depot Street,Easton,Plymouth,Massachusetts,02375,05/17/2014 to 10/25/2014,,,Tue: 2:00 PM-6:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,-71.117554,42.027855,Local government building grounds,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,4/7/2014 2:13:51 PM,2014-01-01T01:00:00Z
1010816,Original Farmers Market,Original Farmers Market | Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 E. Main ST. Owosso East Mall,Owosso ,Shiawassee,Michigan,48867,05/02/2015 to 10/31/2015,,,Sat: 8:00 AM-1:00 PM;,,,,,,,-84.145676,42.99786,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,2/9/2015 6:48:25 PM,2015-01-01T01:00:00Z
1005421,Original Farmers' Market at Indianapolis City Market,Original Farmers' Market at Indianapolis City Market | Indiana,http://www.indycm.com,,,,,,,,,,,,,,,,,,,,,,,,,,222 E. Market Street,Indianapolis,Marion,Indiana,46204,May to October,May to October,,Wed:9:30 AM - 1:30 PM;,,,,,,,-86.153503,39.768822,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,4/26/2012 2:26:14 PM,2012-01-01T01:00:00Z
1019202,Original Merced County Certified Farmers Market - Downtown Merced,Original Merced County Certified Farmers Market - Downtown Merced | California,http://mercedcfm.com/,https://www.facebook.com/mercedcfm/,https://www.facebook.com/mercedcfm/,,,,,https://www.facebook.com/mercedcfm/,,,,,,,,,,,https://www.instagram.com/mercedfarmersmarket/,https://www.instagram.com/mercedfarmersmarket/,https://www.instagram.com/mercedfarmersmarket/,,,,,https://www.instagram.com/mercedfarmersmarket/,16th St. and Canal St.,Merced,Merced,California,95340,01/01/2018 to 12/31/2018,,,Sat: 8:00 AM-12:00 PM;,,,,,,,-120.48443,37.30093,,Y,Y,Y,Y,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/31/2018 3:31:25 PM,2018-01-01T01:00:00Z
1004196,Orinda Famers Market,Orinda Famers Market | California,http://www.cccfm.org,,,,,,,,,,,,,,,,,,,,,,,,,,Orinda Way in Orinda Village,Orinda,Contra Costa,California,94563,,,,,,,,,,,-122.189,37.883598,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 21 2010  8:44PM,2010-01-01T01:00:00Z
1008077,Orion Farmers Market at Howarth Church on Silverbell,Orion Farmers Market at Howarth Church on Silverbell | Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,550 E. Silverbell Rd,o,Oakland,Michigan,,05/08/2013 to 10/16/2013,,,Wed: 2:00 PM-7:00 PM;,,,,,,,-83.233856,42.722767,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/11/2013 4:08:25 PM,2013-01-01T01:00:00Z
1008576,Orlando Farmer's Market,Orlando Farmer's Market | Florida,http://www.orlandofarmersmarket.com,https://www.facebook.com/orlandofarmersmarket,https://www.facebook.com/orlandofarmersmarket,,,,,https://www.facebook.com/orlandofarmersmarket,,,,,,,,,,,,,,,,,,,E. Central Blvd and N. Eola Drive,Orlando,Orange,Florida,32801,01/01/2013 to 12/31/2013,,,Sun: 10:00 AM-4:00 PM;,,,,,,,-81.370781,28.542606,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,6/26/2013 3:43:22 PM,2013-01-01T01:00:00Z
1002477,Orleans County Farmers' Market - Erie Canal Basin,Orleans County Farmers' Market - Erie Canal Basin | New York,,,,,,,,,,,,,,,,,,,,,,,,,,,Erie Canal Basin,Medina,Orleans,New York,14103,06/12/2014 to 10/30/2014,,,Thu: 12:00 PM-5:00 PM;,,,,,,,-78.386261,43.221088,Closed-off public street,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,5/12/2014 1:51:31 PM,2014-01-01T01:00:00Z
1002476,Orleans County Farmers' Market - Save-A-Lot Plaza,Orleans County Farmers' Market - Save-A-Lot Plaza | New York,,,,,,,,,,,,,,,,,,,,,,,,,,,320 West Avenue(Rt.31),Albion,Orleans,New York,14411,06/07/2014 to 11/01/2014,,,Sat: 9:00 AM-2:00 PM;,,,,,,,-78.202682,43.240635,Private business parking lot,N,Y,N,Y,N,-,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,5/12/2014 1:55:07 PM,2014-01-01T01:00:00Z
1002016,Orleans Farmers Market,Orleans Farmers Market | Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,Orleans Park,Orleans,Harlan,Nebraska,68966,,,,,,,,,,,-99.449799,40.129002,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1001473,"Orleans Farmers' Market, Inc.","Orleans Farmers' Market, Inc. | Massachusetts",http://www.orleansfarmersmarket.com,https://www.facebook.com/OrleansFarmersMarket,https://www.facebook.com/OrleansFarmersMarket,,,,,https://www.facebook.com/OrleansFarmersMarket,,,,,,,,,,,,,,,,,,,21 Old Colony Way,Orleans,Barnstable,Massachusetts,02653,05/09/2015 to 11/21/2015,,,Sat: 8:00 AM-12:00 PM;,,,,,,,-69.99411,41.78727,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,3/30/2015 8:59:35 PM,2015-01-01T01:00:00Z
1010229,Orleans Winter Farmers' Market,Orleans Winter Farmers' Market | Massachusetts,http://www.capecdp.org/content/orleans_winter_farmers_market/,https://www.facebook.com/orleanswintermarket,https://www.facebook.com/orleanswintermarket,,,,,https://www.facebook.com/orleanswintermarket,,,,,,,,,,,,,,,,,,,70 Route 28,Orleans,Barnstable,Massachusetts,02653,12/06/2014 to 04/18/2015,,,Sat: 9:00 AM-12:00 PM;,12/05/2015 to 04/16/2016,Sat: 9:00 AM-12:00 PM;,,,,,-69.988846,41.784061,,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,7/28/2015 2:18:45 PM,2015-01-01T01:00:00Z
1008360,Ormond Beach Farmers Market,Ormond Beach Farmers Market | Florida,http://www.ormondbeachfarmersmarket.com,https://www.facebook.com/ormondfarmersmarket,https://www.facebook.com/ormondfarmersmarket,,,,,https://www.facebook.com/ormondfarmersmarket,,,,,,,,,,,,,,,,,,,22 S. Beach St. (City Hall Plaza),Ormond Beach,Volusia,Florida,32174,01/01/2018 to 12/31/2018,,,Thu: 8:00 AM-1:00 PM;,,,,,,,-81.055481,29.284851,,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/26/2018 5:19:16 PM,2018-01-01T01:00:00Z
1019416,Orofino Farmers Market,Orofino Farmers Market | Idaho,http://www.orofinofarmersmarket.com/,https://www.facebook.com/Orofino-Farmers-Market-139500116131731/,https://www.facebook.com/Orofino-Farmers-Market-139500116131731/,,,,,https://www.facebook.com/Orofino-Farmers-Market-139500116131731/,,,,,,,,,,,,,,,,,,,101 Michigan Ave.,Orofino,Clearwater,Idaho,83544,06/04/2019 to 10/01/2019,,,Tue: 11:00 AM-3:00 PM;,,,,,,,-116.25581,46.477928,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/7/2019 5:53:40 PM,2019-01-01T01:00:00Z
1002358,Orono Farmers Market,Orono Farmers Market | Maine,http://www.oronofarmersmarket.org,https://www.facebook.com/oronofarmersmarket,https://www.facebook.com/oronofarmersmarket,,,,,https://www.facebook.com/oronofarmersmarket,,,,,,,,,,,,,,,,,,,Steam Plant Parking Lot on College Ave,Orono,Penobscot,Maine,04473,05/01/2014 to 12/20/2014,,,Tue: 2:00 AM-5:30 PM;Sat: 8:00 AM-12:00 PM;,01/01/2014 to 04/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,-68.673401,44.900299,Educational institution,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,3/31/2014 7:51:10 PM,2014-01-01T01:00:00Z
1003810,Oroville Hospital's Community Farmers' Market,Oroville Hospital's Community Farmers' Market | California,,,,,,,,,,,,,,,,,,,,,,,,,,,2809 Olive Hwy,Oroville,Butte,California,,June to September,June to September,,Wed:11:00 am - 5:00 pm;,,,,,,,-121.541,39.504101,Private business parking lot,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/28/2011 2:10:41 PM,2011-01-01T01:00:00Z
1002702,Orrville Farmers Market,Orrville Farmers Market | Ohio,,https://www.facebook.com/pages/The-Carytown-Farmers-Market/251655224946456?ref=hl,https://www.facebook.com/pages/The-Carytown-Farmers-Market/251655224946456?ref=hl,,,,,https://www.facebook.com/pages/The-Carytown-Farmers-Market/251655224946456?ref=hl,,,,,,,,,,,,,,,,,,,315 W. Market St.,Orrville,Wayne,Ohio,44667,,,,,,,,,,,-81.766701,40.840698,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1018574,Orting Valley Farmers Market,Orting Valley Farmers Market | Washington,http://ortingvalleyfarmersmarket.com,Orting Valley Farmers Market,Orting Valley Farmers Market,Orting Valley Farmers Market,,,,,,,,,,,,,,,,,,,,,,,"101 Washington Ave  (North Park, corner Calistoga and Washington)",Orting,Pierce,Washington,98360,,,,Fri: 3:00 PM-7:00 PM;,,,,,,,-122.20547,47.097923,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,7/6/2017 11:01:12 AM,2017-01-01T01:00:00Z
1005241,Osage Beach Farmers Market,Osage Beach Farmers Market | Missouri,http://www.osagebeachfarmersmarket.com,www.facebook.com/osagebeachfarmersmarket,www.facebook.com/osagebeachfarmersmarket,,,,,www.facebook.com/osagebeachfarmersmarket,,,,,,,,,,,,,,,,,,,3797 Osage Beach Parkway,Osage Beach,Camden,Missouri,65047,05/04/2013 to 10/26/2013,,,Sat: 8:00 AM-12:00 PM;,,,,,,,-92.608414,38.161446,Private business parking lot,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 11:12:06 AM,2013-01-01T01:00:00Z
1005805,Osage Farmers Market,Osage Farmers Market | Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,Corner of St Hwy 34 and Cty Hwy 48,Osage,Becker,Minnesota,56570,May to October,May to October,,Sat:9:00 am - 2:00 pm;,,,,,,,-95.2463,46.919701,Private business parking lot,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/6/2011 5:20:41 PM,2011-01-01T01:00:00Z
1002924,Osage Farmers Market,Osage Farmers Market | Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,Town & Country Plaza,Osage,Mitchell,Iowa,50461,,,,,,,,,,,-92.813904,43.287899,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
2000021,Osage Nation Sr. Farmers Market,Osage Nation Sr. Farmers Market | Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma,,07/01/2014 to 07/31/2014,,,,,,,,,,,,,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013,2013-01-01T01:00:00Z
1000676,Osceola Farmer's Market,Osceola Farmer's Market | Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Millpond, Cascade st",osceola,Polk,Wisconsin,54020,06/07/2013 to 10/18/2013,,,Fri: 2:00 PM-6:00 PM;,,,,,,,-92.705215,45.319565,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/25/2013 12:58:31 PM,2013-01-01T01:00:00Z
1007048,OSDH Wellness Farmers' Market,OSDH Wellness Farmers' Market | Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,, 1000 NE 10th Street,Oklahoma City,Oklahoma County,Oklahoma,,,,,,,,,,,,-97.494202,35.477699,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1019019,Oshkosh Farmers Market - Downtown,Oshkosh Farmers Market - Downtown | Wisconsin,http://www.OSFMI.com,Oshkosh Farmers Markets,Oshkosh Farmers Markets,Oshkosh Farmers Markets,,,,,,,,,,,,,,,,,,,,,,,400-500 Blocks N Main St,Oshkosh,Winnebago,Wisconsin,54901,,,,Sun: 8:00 AM-12:30 PM;,,,,,,,-88.537575,44.021477,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,3/22/2018 9:09:01 PM,2018-01-01T01:00:00Z
1019023,Oshkosh Farmers Market - Downtown,Oshkosh Farmers Market - Downtown | Wisconsin,http://www.OSFMI.com,Oshkosh Farmers Markets,Oshkosh Farmers Markets,Oshkosh Farmers Markets,,,,,,,,,,,,,,,,,,,,,,,400 & 500 Blocks N Main St & 100 Block Church Ave,Oshkosh,Winnebago,Wisconsin,54901,06/02/2018 to 10/27/2018,,,Sat: 8:00 AM-12:30 PM;,,,,,,,-88.53746,44.022877,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,3/23/2018 2:05:23 PM,2018-01-01T01:00:00Z
